ADDRESS,Zip Code,phase
161 ADIRONDACK VW,05753,pending
3915 VT ROUTE 125,05766,pending
1 EAST RD,05753,pending
99 MAPLE ST,05753,pending
44 COMMODORE WAY,05753,pending
6 MAIN ST,05753,pending
9 COURT ST,05753,pending
4 OSSIE RD,05740,pending
15 SEMINARY ST,05753,pending
3379 CASE ST,05753,pending
82 WEYBRIDGE ST,05753,pending
2136 CASE ST,05753,pending
36 DANYOW DR,05753,pending
80 COURT ST,05753,pending
8 MAPLE ST,05753,pending
68 WILLOW LN,05472,pending
17 SOUTH ST,05753,pending
184 WOODLAND PARK,05753,pending
19 HIGH ST,05753,pending
745 WEYBRIDGE ST,05753,pending
1263 DOG TEAM RD,05472,pending
24 HIGH ST,05753,pending
1566 MUNGER ST,05753,pending
5 HERITAGE CIR,05753,pending
62 BELDEN FALLS RD,05472,pending
250 HALLADAY RD,05753,pending
99 ADIRONDACK VW,05753,pending
5373 CASE ST,05753,pending
9 S GORHAM LN,05753,pending
31 MIDDLE SEYMOUR ST,05753,pending
503 WEYBRIDGE ST,05753,pending
2889 US ROUTE 7 S,05753,pending
32 SCHOOL HOUSE HILL RD,05740,pending
58 SEMINARY ST EXT,05753,pending
344 PLAINS RD,05769,pending
6 CHIPMAN HTS,05753,pending
82 GAMBREL CT,05753,pending
18 LITTLE POND RD,05753,pending
57 MAIN ST,05753,pending
1194 VT ROUTE 125,05766,pending
68 WILDLIFE RD,05769,pending
198 CHARLES AVE,05753,pending
390 BURNHAM DR,05753,pending
11 ELM ST,05753,pending
53 PETERSON TER,05753,pending
1108 CASE ST,05753,pending
134 DREW LN,05753,pending
43 COURT ST,05753,pending
86 SEMINARY ST EXT,05753,pending
88 AMORY LN,05753,pending
421 E MAIN ST,05740,pending
3 OVERBROOK DR,05753,pending
69 OTTERSIDE CT,05753,pending
197 CHIPMAN PARK,05753,pending
540 SOUTH ST EXT,05753,pending
49 CHARLES AVE,05753,pending
3881 US ROUTE 7 S,05753,pending
22 BUTTERNUT RIDGE DR,05753,pending
84 SEMINARY ST EXT,05753,pending
122 DEER MEADOW DR,05753,pending
2769 UPPER PLAINS RD,05769,pending
201 MARY HOGAN DR,05753,pending
10 PIPER RD,05740,pending
78 GAMBREL CT,05753,pending
53 ROAD 18,05753,pending
415 CREEK RD,05753,pending
20 TWIN CIRS,05753,pending
234 ELLEN DR,05753,pending
52 PERKINS LN,05753,pending
594 WEYBRIDGE ST,05753,pending
1683 DOG TEAM RD,05472,pending
1 JAYNE CT,05753,pending
103 COTTAGE LN,05753,pending
1622 QUARRY RD,05753,pending
73 COURT ST,05753,pending
47 N PLEASANT ST,05753,pending
443 FOOTE ST,05753,pending
417 PAINTER RD,05753,pending
228 LINDALE CIR,05753,pending
62 N PLEASANT ST,05753,pending
39 COURT ST,05753,pending
2602 CASE ST,05753,pending
372 MAINELLI RD,05753,pending
63 OTTERSIDE CT,05753,pending
52 OSSIE RD,05740,pending
266 WASHINGTON ST EXT,05753,pending
4 FROG HOLLOW ALY,05753,pending
18 HIGH ST,05753,pending
36 SEYMOUR ST,05753,pending
19 COLONIAL DR,05753,pending
37 MEAD LN,05753,pending
3033 UPPER PLAINS RD,05769,pending
14 HIGH ST,05753,pending
58 MAPLE ST,05753,pending
421 QUARRY RD,05753,pending
9 ELIZABETH CT,05753,pending
51 A SEYMOUR ST,05753,pending
690 US ROUTE 7 S,05753,pending
48 LOWER PLAINS RD,05753,pending
117 BIRCHARD PARK,05753,pending
637 COLLEGE ST,05753,pending
352 HALLADAY RD,05753,pending
86 MAIN ST,05753,pending
16 SEYMOUR ST EXT,05753,pending
43 OSSIE RD,05740,pending
39 EVERGREEN LN,05753,pending
86 SHANNON ST,05753,pending
3343 RIVER RD,05472,pending
104 SEYMOUR ST,05753,pending
6 EAST RD,05753,pending
98 OTTER CREEK LN,05753,pending
1357 CASE ST,05753,pending
8 MURDOCK CT,05753,pending
708 US ROUTE 7 N,05753,pending
2122 CASE ST,05753,pending
228 COLLEGE ST,05753,pending
387 COURT ST,05753,pending
19 TWIN CIRS,05753,pending
11 WOODBRIDGE LN,05753,pending
352 BURNHAM DR,05753,pending
129 PLEASANT VIEW TER,05753,pending
1708 CASE ST,05753,pending
1668 HUNT RD,05472,pending
112 EXCHANGE ST,05753,pending
105 BUTTERNUT RIDGE DR,05753,pending
156 SEYMOUR ST EXT,05753,pending
21 BROOKSIDE DR,05753,pending
763 HALPIN RD,05753,pending
312 BEAVER POND RD,05769,pending
821 HAPPY VALLEY RD,05753,pending
1818 US ROUTE 7 S,05753,pending
59 DEER MEADOW DR,05753,pending
311 WOODLAND PARK,05753,pending
1 MILL ST,05753,pending
132 BLINN LN,05753,pending
45 JUNIPER LN,05753,pending
8 EVERGREEN LN,05753,pending
87 COTTAGE LN,05753,pending
2225 US ROUTE 7 S,05753,pending
123 JUNIPER LN,05753,pending
139 WASHINGTON ST EXT,05753,pending
88 S PLEASANT ST,05753,pending
915 WASHINGTON ST EXT,05753,pending
6 MAPLE CT,05740,pending
36 BEAVER POND RD,05769,pending
112 JUNIPER LN,05753,pending
614 MUNGER ST,05753,pending
18 SYDNEY WAY,05753,pending
205 COLONIAL DR,05753,pending
59 COURT ST,05753,pending
46 TWIN CIRS,05753,pending
190 MONROE ST,05753,pending
123 S MAIN ST,05753,pending
197 LINDALE CIR,05753,pending
91 JACKSON LN,05753,pending
177 ROGERS RD,05753,pending
75 MAIN ST,05753,pending
3 N BRANCH RD,05740,pending
1690 QUARRY RD,05753,pending
85 PLEASANT VIEW TER,05753,pending
86 COBBLE RD,05753,pending
137 S MUNGER ST,05753,pending
61 ORCHARD LN,05753,pending
1836 MUNGER ST,05753,pending
16 EVERGREEN LN,05753,pending
436 E MAIN ST,05740,pending
64 SEYMOUR ST,05753,pending
8 SPRINGSIDE RD,05753,pending
1482 US ROUTE 7 N,05753,pending
81 COTTAGE LN,05753,pending
376 HALLADAY RD,05753,pending
106 ADIRONDACK VW,05753,pending
92 HAPPY VALLEY RD,05753,pending
106 SEYMOUR ST,05753,pending
89 SARAHS WAY,05753,pending
82 CATAMOUNT PARK,05753,pending
23 ADIRONDACK VW,05753,pending
7 HERITAGE CIR,05753,pending
22 SOUTH ST,05753,pending
556 WEYBRIDGE ST,05753,pending
601 WEYBRIDGE ST,05753,pending
117 FIELDS RD,05753,pending
240 WOODLAND PARK,05753,pending
28 EVERGREEN LN,05753,pending
194 ROGERS RD,05753,pending
4 MAECLIFF CT,05753,pending
1 WILMAR ST,05753,pending
31 COURT ST,05753,pending
2805 CASE ST,05753,pending
186 LINDALE CIR,05753,pending
32 MERCHANTS ROW,05753,pending
4 FOREST RIDGE DR,05740,pending
1117 CASE ST,05753,pending
135 CREEK RD,05753,pending
18 STONEGATE DR,05753,pending
658 EXCHANGE ST,05753,pending
39 JACKSON LN,05753,pending
41 TWIN CIRS,05753,pending
424 QUARRY RD,05753,pending
7 SPRINGSIDE RD,05753,pending
48 DREW LN,05753,pending
235 BURNHAM DR,05753,pending
342 SOUTH ST EXT,05753,pending
410 FOOTE ST,05753,pending
16 KINGS ROW,05740,pending
228 VALLEY VW,05753,pending
85 JACKSON LN,05753,pending
13 LOWER PLAINS RD,05753,pending
5397 CASE ST,05753,pending
34 SOUTH ST,05753,pending
487 BURNHAM DR,05753,pending
14 S GORHAM LN,05753,pending
2158 US ROUTE 7 S,05753,pending
656 EXCHANGE ST,05753,pending
73 N PLEASANT ST,05753,pending
65 FENN FARM LN,05753,pending
3472 CASE ST,05753,pending
262 LINDALE CIR,05753,pending
292 COLONIAL DR,05753,pending
1169 VT ROUTE 125,05766,pending
1994 UPPER PLAINS RD,05769,pending
110 STORRS AVE,05753,pending
39 SEMINARY ST,05753,pending
611 PAINTER RD,05753,pending
48 COURT ST,05753,pending
12 LOWER PLAINS RD,05753,pending
2816 UPPER PLAINS RD,05769,pending
42 BENEDICT LN,05753,pending
183 BUTTERNUT RIDGE DR,05753,pending
8 HARROW WAY,05753,pending
22 KINGS ROW,05740,pending
285 FOOTE ST,05753,pending
1266 VT ROUTE 125,05766,pending
8 TWIN CIRS,05753,pending
54 COLLEGE ST,05753,pending
40 KIRBY DR,05769,pending
98 WHITE PINE LN,05753,pending
320 FOOTE ST,05753,pending
122 PAINTER HILLS RD,05753,pending
136 S MAIN ST,05753,pending
61 ROLLING ACRES,05753,pending
446 MEAD LN,05753,pending
138 CHIPMAN PARK,05753,pending
82 OSSIE RD,05740,pending
102 DAISY LN,05753,pending
818 DOG TEAM RD,05472,pending
4301 CASE ST,05753,pending
85 WHITE PINE LN,05753,pending
125 CEDAR CT,05753,pending
247 CREEK RD,05753,pending
442 E MAIN ST,05740,pending
25 STEWART LN,05753,pending
93 MONROE ST,05753,pending
111 S PLEASANT ST,05753,pending
45 HAPPY VALLEY RD,05753,pending
780 LOWER FOOTE ST,05753,pending
3 SCHOOL HOUSE HILL RD,05740,pending
711 US ROUTE 7,05769,pending
14 KINGS ROW,05740,pending
198 BOARDMAN ST,05753,pending
17 EVERGREEN LN,05753,pending
22 LITTLE POND RD,05753,pending
11 SWANAGE CT,05753,pending
263 MONROE ST,05753,pending
45 CADY RD,05753,pending
671 BUTTOLPH DR,05753,pending
16 EAST RD,05753,pending
189 BIRCHARD PARK,05753,pending
121 ROGERS RD,05753,pending
4229 VT ROUTE 125,05766,pending
115 S MAIN ST,05753,pending
722 RIVERS BEND RD,05472,pending
70 CLEAR VIEW DR,05769,pending
238 PETERSON TER,05753,pending
2652 UPPER PLAINS RD,05769,pending
61 MAIN ST,05753,pending
108 JUNIPER LN,05753,pending
18 SOUTH ST,05753,pending
1293 US ROUTE 7 S,05753,pending
99 CEDAR CT,05753,pending
1641 US ROUTE 7 S,05753,pending
298 MAPLE ST,05753,pending
407 WEYBRIDGE ST,05753,pending
662 BUTTOLPH DR,05753,pending
100 BIRCH DR,05753,pending
4166 VT ROUTE 125,05766,pending
4 MAPLE ST,05753,pending
10 SOUTH ST,05753,pending
44 MUNSON RD,05753,pending
803 COLLEGE ST,05753,pending
3294 MUNGER ST,05472,pending
178 COLLEGE ST,05753,pending
58 OTTERSIDE CT,05753,pending
116 PORTER DR,05753,pending
5089 CASE ST,05753,pending
298 BUTTOLPH DR,05753,pending
76 OSSIE RD,05740,pending
67 OTTERSIDE CT,05753,pending
76 SEYMOUR ST,05753,pending
23 OVERBROOK DR,05753,pending
291 LINDALE CIR,05753,pending
102 CHIPMAN PARK,05753,pending
127 JACKSON LN,05753,pending
107 WATER ST,05753,pending
900 LOWER FOOTE ST,05753,pending
3201 US ROUTE 7 S,05753,pending
1127 LOWER FOOTE ST,05753,pending
17 S GORHAM LN,05753,pending
52 BENEDICT LN,05753,pending
162 WOODLAND PARK,05753,pending
70 PARKLINE PL,05753,pending
118 SEYMOUR ST EXT,05753,pending
272 PETERSON TER,05753,pending
2110 US ROUTE 7 S,05753,pending
140 OAK DR,05753,pending
70 OTTERSIDE CT,05753,pending
4321 CASE ST,05753,pending
2420 MUNGER ST,05472,pending
66 WATER ST,05753,pending
16 NEDDE RD,05753,pending
370 FOOTE ST,05753,pending
3 SWANAGE CT,05753,pending
39 DREW LN,05753,pending
1394 MUNGER ST,05753,pending
2115 CASE ST,05753,pending
157 JACKSON LN,05753,pending
249 BUTTOLPH DR,05753,pending
5454 CASE ST,05753,pending
25 N PLEASANT ST,05753,pending
358 SOUTH ST EXT,05753,pending
1270 CADY RD,05753,pending
41 SCHOOL HOUSE HILL RD,05740,pending
354 S RIDGE DR,05753,pending
434 E MAIN ST,05740,pending
466 MEAD LN,05753,pending
4 TWIN CIRS,05753,pending
2 EAST RD,05753,pending
3 LEDGEWOOD CT,05753,pending
8 WASHINGTON ST,05753,pending
1 PARK ST,05753,pending
25 STAR POINT TER,05753,pending
429 E MAIN ST,05740,pending
43 SOUTH ST,05753,pending
793 EXCHANGE ST,05753,pending
38 SOUTH ST,05753,pending
9 BROOKSIDE DR,05753,pending
74 PAINTER HILLS RD,05753,pending
8 LITTLE POND RD,05753,pending
59 FEED MILL LN,05753,pending
8 EAST RD,05753,pending
17 STONEGATE DR,05753,pending
8 CROSS ST,05753,pending
137 ORCHARD LN,05753,pending
1448 US ROUTE 7 S,05753,pending
28 DREW LN,05753,pending
5 PIPER RD,05740,pending
700 MUNSON RD,05753,pending
44 SYDNEY WAY,05753,pending
1 LUCIUS SHAW LN,05753,pending
281 WASHINGTON ST EXT,05753,pending
103 SEMINARY ST EXT,05753,pending
86 COURT ST,05753,pending
399 AIRPORT RD,05753,pending
274 WEYBRIDGE ST,05753,pending
2733 MUNGER ST,05472,pending
150 CHIPMAN PARK,05753,pending
66 MERCHANTS ROW,05753,pending
1 MEADOW WAY,05753,pending
12 MERCHANTS ROW,05753,pending
128 GREEN MOUNTAIN PL,05753,pending
42 OSSIE RD,05740,pending
51 SOUTH ST,05753,pending
255 ROLLING ACRES,05753,pending
7 HARROW WAY,05753,pending
29 TWIN CIRS,05753,pending
867 EXCHANGE ST,05753,pending
68 SEMINARY ST EXT,05753,pending
302 WEYBRIDGE ST,05753,pending
102 CHARLES AVE,05753,pending
110 FIELDS RD,05753,pending
42 SEYMOUR ST,05753,pending
129 JUNIPER LN,05753,pending
13 SEMINARY ST,05753,pending
129 COLONIAL DR,05753,pending
66 SEMINARY ST EXT,05753,pending
4735 CASE ST,05753,pending
6 BROOKSIDE DR,05753,pending
282 CHIPMAN PARK,05753,pending
587 AIRPORT RD,05753,pending
18 COURT ST,05753,pending
60 S MUNGER ST,05753,pending
2 STONEGATE DR,05753,pending
5 HARROW WAY,05753,pending
266 PULP MILL BRIDGE RD,05753,pending
55 N PLEASANT ST,05753,pending
802 DOG TEAM RD,05472,pending
154 PAINTER HILLS RD,05753,pending
1799 CASE ST,05753,pending
2149 US ROUTE 7 S,05753,pending
223 AIRPORT RD,05753,pending
226 ROGERS RD,05753,pending
14 BROOKSIDE DR,05753,pending
107 SHANNON ST,05753,pending
93 MAIN ST,05753,pending
452 E MAIN ST,05740,pending
70 KESTREL LN,05753,pending
44 OSSIE RD,05740,pending
202 MAINELLI RD,05753,pending
429 WOODLAND PARK,05753,pending
72 OSSIE RD,05740,pending
416 SOUTH ST EXT,05753,pending
567 WEYBRIDGE ST,05753,pending
896 US ROUTE 7 N,05753,pending
35 LOWER PLAINS RD,05753,pending
15 OVERBROOK DR,05753,pending
4 FORBES CIR,05753,pending
75 COURT ST,05753,pending
135 SARAHS WAY,05753,pending
15 BROOKSIDE DR,05753,pending
41 HAPPY VALLEY RD,05753,pending
14 ELM ST,05753,pending
4274 VT ROUTE 125,05766,pending
664 QUARRY RD,05753,pending
88 CHARLES AVE,05753,pending
455 HALLADAY RD,05753,pending
1442 US ROUTE 7 N,05753,pending
391 E MAIN ST,05740,pending
193 BURNHAM DR,05753,pending
452 COLLEGE ST,05753,pending
7 KINGS ROW,05740,pending
13 STONEGATE DR,05753,pending
381 COLLEGE ST,05753,pending
5 SOUTH ST,05753,pending
272 FOOTE ST,05753,pending
115 DEER MEADOW DR,05753,pending
60 OSSIE RD,05740,pending
2 CASE ST,05753,pending
90 OSSIE RD,05740,pending
30 SCHOOL HOUSE HILL RD,05740,pending
1137 US ROUTE 7 N,05753,pending
358 WHITMAN RD,05766,pending
125 FREEMAN WAY,05753,pending
1446 VT ROUTE 125,05766,pending
23 SEMINARY ST,05753,pending
300 WOODLAND PARK,05753,pending
59 OSSIE RD,05740,pending
1124 US ROUTE 7 S,05753,pending
26 TWIN CIRS,05753,pending
87 DANYOW DR,05753,pending
241 LINDALE CIR,05753,pending
167 PLEASANT VIEW TER,05753,pending
150 S PLEASANT ST,05753,pending
26 KINGS ROW,05740,pending
28 PINEWOOD RD,05753,pending
320 EXCHANGE ST,05753,pending
466 E MAIN ST,05740,pending
84 S SERVICE RD,05753,pending
213 COURT ST,05753,pending
76 WHITE PINE LN,05753,pending
62 MAIN ST,05753,pending
88 SEYMOUR ST,05753,pending
42 SEMINARY ST,05753,pending
18 S GORHAM LN,05753,pending
730 MUNSON RD,05753,pending
2320 MUNGER ST,05753,pending
94 MEADOW GLEN DR,05753,pending
388 WEYBRIDGE ST,05753,pending
208 CHARLES AVE,05753,pending
170 CHIPMAN PARK,05753,pending
10 BROOKSIDE DR,05753,pending
208 MEAD LN,05753,pending
10 WASHINGTON ST,05753,pending
374 WEYBRIDGE ST,05753,pending
92 SEYMOUR ST,05753,pending
432 MIDDLE RD N,05753,pending
48 PLEASANT VIEW TER,05753,pending
3 OLD COLLEGE FARM RD,05753,pending
644 PAINTER RD,05753,pending
21 TWIN CIRS,05753,pending
2 THOMAS ST,05753,pending
2872 CASE ST,05753,pending
160 HMKL WAY,05753,pending
57 OTTERSIDE CT,05753,pending
1 SOUTH ST,05753,pending
71 PETERSON TER,05753,pending
56 JOHN GRAHAM CT,05753,pending
197 PAUL ALLISON LN,05753,pending
3669 CASE ST,05753,pending
157 LINDALE CIR,05753,pending
297 CREEK RD,05753,pending
571 HALPIN RD,05753,pending
46 S RIDGE DR,05753,pending
173 DANYOW DR,05753,pending
1 LOCUST LN,05753,pending
71 NORTH FORTY LN,05753,pending
11 OVERBROOK DR,05753,pending
93 HATHAWAY LN,05753,pending
209 DANYOW DR,05753,pending
2 SPRINGSIDE RD,05753,pending
22 SEYMOUR ST,05753,pending
46 OSSIE RD,05740,pending
342 CHIPMAN PARK,05753,pending
47 RIVER RD,05472,pending
0 CASE ST,05753,pending
999 HAPPY VALLEY RD,05753,pending
49 SEYMOUR ST,05753,pending
51 JOHN GRAHAM CT,05753,pending
650 WEYBRIDGE ST,05753,pending
36 SOUTH ST,05753,pending
22 STEWART LN,05753,pending
56 MAIN ST,05753,pending
18 OVERBROOK DR,05753,pending
2571 US ROUTE 7 S,05753,pending
56 PLAINS RD,05769,pending
954 WASHINGTON ST EXT,05753,pending
115 JACKSON LN,05753,pending
43 TWIN CIRS,05753,pending
7 WOODBRIDGE LN,05753,pending
37 DANYOW DR,05753,pending
319 LINDALE CIR,05753,pending
37 PORTER DR,05753,pending
1130 EXCHANGE ST,05753,pending
489 FOOTE ST,05753,pending
318 OLD TOWN RD,05766,pending
70 HILLCREST RD,05753,pending
24 TWIN CIRS,05753,pending
32 MAIN ST,05753,pending
133 VALLEY VW,05753,pending
115 PORTER DR,05753,pending
4025 CASE ST,05753,pending
39 FAIRVIEW CIR,05753,pending
399 WOODLAND PARK,05753,pending
59 OTTERSIDE CT,05753,pending
33 ADIRONDACK VW,05753,pending
85 GREEN MOUNTAIN PL,05753,pending
4359 CASE ST,05753,pending
18 BIRCHARD PARK,05753,pending
82 GREEN MOUNTAIN PL,05753,pending
26 SEYMOUR ST,05753,pending
68 MAIN ST,05753,pending
194 PULP MILL BRIDGE RD,05753,pending
54 LOWER PLAINS RD,05753,pending
108 CATAMOUNT PARK,05753,pending
2 EVERGREEN LN,05753,pending
40 SOUTH ST,05753,pending
100 COLLEGE CROSS RD,05766,pending
47 S MUNGER ST,05753,pending
27 N PLEASANT ST,05753,pending
646 S MUNGER ST,05753,pending
91 MUNSON RD,05753,pending
31 TWIN CIRS,05753,pending
15 WOODBRIDGE LN,05753,pending
4981 MUNGER ST,05472,pending
420 WEYBRIDGE ST,05753,pending
262 HALLADAY RD,05753,pending
318 PAINTER HILLS RD,05753,pending
26 BLINN LN,05753,pending
578 WEYBRIDGE ST,05753,pending
3 WOODBRIDGE LN,05753,pending
1 EVERGREEN LN,05753,pending
33 BELDEN FALLS RD,05472,pending
10 FORBES CIR,05753,pending
53 SOUTH ST EXT,05753,pending
3 PARK ST,05753,pending
3707 US ROUTE 7 S,05753,pending
24 PINEWOOD RD,05753,pending
197 COLONIAL DR,05753,pending
115 FRANKLIN ST,05753,pending
75 COMMODORE WAY,05753,pending
4 MAPLE CT,05740,pending
1961 MUNGER ST,05753,pending
75 MEADOW GLEN DR,05753,pending
1351 CASE ST,05753,pending
415 MEAD LN,05753,pending
285 AIRPORT RD,05753,pending
25 SUGARWOOD CT,05753,pending
245 MONROE ST,05753,pending
98 DANYOW DR,05753,pending
300 FOOTE ST,05753,pending
942 MUNGER ST,05753,pending
427 COLLEGE ST,05753,pending
4079 US ROUTE 7 S,05753,pending
390 WEYBRIDGE ST,05753,pending
223 WOODLAND PARK,05753,pending
155 FENN FARM LN,05753,pending
59 SYDNEY WAY,05753,pending
4260 VT ROUTE 125,05766,pending
1136 LOWER FOOTE ST,05753,pending
312 SOUTH ST EXT,05753,pending
2801 US ROUTE 7 S,05753,pending
16 AMORY LN,05753,pending
10 GORHAM LN,05753,pending
170 MORNINGSIDE DR,05753,pending
330 FOOTE ST,05753,pending
300 INDUSTRIAL AVE,05753,pending
8 MEADOW WAY,05753,pending
40 MAIN ST,05753,pending
7 LOWER PLAINS RD,05753,pending
425 E MAIN ST,05740,pending
164 FIELDS RD,05753,pending
8 BAKERY LN,05753,pending
60 SEMINARY ST EXT,05753,pending
77 HATHAWAY LN,05753,pending
392 BEAVER POND RD,05769,pending
274 LINDALE CIR,05753,pending
101 SEMINARY ST EXT,05753,pending
50 FRANKLIN ST,05753,pending
256 WEYBRIDGE ST,05753,pending
2020 CASE ST,05753,pending
594 LOWER PLAINS RD,05769,pending
20 A SEYMOUR ST,05753,pending
809 COLLEGE ST,05753,pending
10 OVERBROOK DR,05753,pending
136 MORNINGSIDE DR,05753,pending
7 CASE ST,05753,pending
142 RIVER RD,05472,pending
6 LOWER PLAINS RD,05753,pending
4548 CASE ST,05753,pending
11 COURT ST,05753,pending
3 BLUEBERRY LN,05753,pending
1405 US ROUTE 7 N,05753,pending
401 E MAIN ST,05740,pending
159 PULP MILL BRIDGE RD,05753,pending
10 NEDDE RD,05753,pending
229 DANYOW DR,05753,pending
159 ORCHARD LN,05753,pending
16 CREEK RD,05753,pending
152 CHARLES AVE,05753,pending
283 AIRPORT RD,05753,pending
5 FORBES CIR,05753,pending
12 MEADOW WAY,05753,pending
74 OSSIE RD,05740,pending
509 US ROUTE 7,05769,pending
3 NORTH ST,05753,pending
1114 DOG TEAM RD,05472,pending
90 GAMBREL CT,05753,pending
17 BROOKSIDE DR,05753,pending
158 WASHINGTON ST EXT,05753,pending
2 WOODBRIDGE LN,05753,pending
128 SEYMOUR ST EXT,05753,pending
34 SCHOOL HOUSE HILL RD,05740,pending
3268 MUNGER ST,05472,pending
17 WASHINGTON ST,05753,pending
6 MURDOCK CT,05753,pending
70 SEYMOUR ST,05753,pending
85 EXCHANGE ST,05753,pending
992 WASHINGTON ST EXT,05753,pending
15 SEYMOUR ST,05753,pending
3000 MUNGER ST,05472,pending
126 MONROE ST,05753,pending
44 MAIN ST,05753,pending
1784 CASE ST,05753,pending
4467 MUNGER ST,05472,pending
76 SEMINARY ST EXT,05753,pending
78 AMORY LN,05753,pending
355 AIRPORT RD,05753,pending
8 SWANAGE CT,05753,pending
50 CLEAR VIEW DR,05769,pending
3 MILL ST,05753,pending
9 GRIST MILL RD,05740,pending
4 HERITAGE CIR,05753,pending
52 RIVER RD,05472,pending
128 WEYBRIDGE ST,05753,pending
214 FIELDS RD,05753,pending
153 POND LN,05753,pending
289 MONROE ST,05753,pending
126 ROGERS RD,05753,pending
13 KINGS ROW,05740,pending
73 CHARLES AVE,05753,pending
178 PAINTER RD,05753,pending
216 DEER MEADOW DR,05753,pending
399 PULP MILL BRIDGE RD,05753,pending
80 WOODLAND PARK,05753,pending
211 COTTAGE LN,05753,pending
202 BASINVIEW RD,05753,pending
345 E MAIN ST,05753,pending
39 OTTERSIDE CT N,05753,pending
7 MEADOW WAY,05753,pending
1050 US ROUTE 7 S,05753,pending
8 MAECLIFF CT,05753,pending
48 MERCHANTS ROW,05753,pending
3 FROG HOLLOW ALY,05753,pending
68 OTTERSIDE CT,05753,pending
84 N PLEASANT ST,05753,pending
527 BUTTOLPH DR,05753,pending
106 S MAIN ST,05753,pending
9 WOODBRIDGE LN,05753,pending
400 MIDDLE RD N,05753,pending
44 BIRCHARD PARK,05753,pending
68 S RIDGE DR,05753,pending
466 AIRPORT RD,05753,pending
464 E MAIN ST,05740,pending
25 OVERBROOK DR,05753,pending
243 INDUSTRIAL AVE,05753,pending
2122 UPPER PLAINS RD,05769,pending
3999 MUNGER ST,05472,pending
26 EVERGREEN LN,05753,pending
49 NATURAL TPKE,05766,pending
33 OSSIE RD,05740,pending
332 E MAIN ST,05753,pending
1560 US ROUTE 7 S,05753,pending
6 S LENO LN,05753,pending
375 WEYBRIDGE ST,05753,pending
769 HAPPY VALLEY RD,05753,pending
1 LOWER PLAINS RD,05753,pending
72 COURT ST,05753,pending
110 WILDLIFE RD,05769,pending
2 NORTH ST,05753,pending
989 LOWER FOOTE ST,05753,pending
1015 US ROUTE 7 N,05753,pending
37 PORTER FIELD RD,05753,pending
2137 MUNGER ST,05753,pending
2334 CASE ST,05753,pending
2885 UPPER PLAINS RD,05769,pending
85 COURT ST,05753,pending
11 HIGH ST,05753,pending
3751 US ROUTE 7 S,05753,pending
10 LITTLE POND RD,05753,pending
220 COURT ST,05753,pending
136 DANYOW DR,05753,pending
1 NORTH ST,05753,pending
2 S LENO LN,05753,pending
475 HALPIN RD,05753,pending
89 HATHAWAY LN,05753,pending
86 CHIPMAN PARK,05753,pending
42 LOWER PLAINS RD,05753,pending
42 COURT ST,05753,pending
236 BOARDMAN ST,05753,pending
2183 US ROUTE 7 S,05753,pending
3833 MUNGER ST,05472,pending
63 COURT ST,05753,pending
2145 US ROUTE 7 S,05753,pending
1763 MUNGER ST,05753,pending
43 DEER MEADOW DR,05753,pending
93 SEYMOUR ST,05753,pending
164 COLLEGE ST,05753,pending
82 PETERSON TER,05753,pending
2301 US ROUTE 7 S,05753,pending
110 MUNGER ST,05753,pending
537 AIRPORT RD,05753,pending
3906 CASE ST,05753,pending
361 E MAIN ST,05753,pending
66 MAIN ST,05753,pending
25 SEMINARY ST,05753,pending
18 ELM ST,05753,pending
23 PIPER RD,05740,pending
80 SKYLINE LN,05753,pending
454 E MAIN ST,05740,pending
108 PETERSON TER,05753,pending
202 ETHAN ALLEN HWY,05472,pending
435 WEYBRIDGE ST,05753,pending
6 MAECLIFF CT,05753,pending
45 DEER MEADOW DR,05753,pending
32 MORNINGSIDE DR,05753,pending
23 POND LN,05753,pending
646 LOWER PLAINS RD,05769,pending
388 LINCOLN RD,05766,pending
77 MAIN ST,05753,pending
487 S MUNGER ST,05753,pending
17 NASHUA LN,05753,pending
626 S MUNGER ST,05753,pending
2951 MUNGER ST,05472,pending
103 COURT ST,05753,pending
144 FIELDS RD,05753,pending
24 OVERBROOK DR,05753,pending
94 N PLEASANT ST,05753,pending
382 LINDALE CIR,05753,pending
103 SEYMOUR ST,05753,pending
14 COLLEGE ST,05753,pending
762 MUNSON RD,05753,pending
79 HALPIN RD,05753,pending
2120 UPPER PLAINS RD,05769,pending
573 S MUNGER ST,05753,pending
132 MONROE ST,05753,pending
2 MEADOW WAY,05753,pending
1 CROSS ST,05753,pending
438 E MAIN ST,05740,pending
1274 CASE ST,05753,pending
188 RIDGELINE RD,05753,pending
56 MONARCH CT,05753,pending
1917 CASE ST,05753,pending
8 OVERBROOK DR,05753,pending
915 LOWER FOOTE ST,05753,pending
51 CHARLES AVE,05753,pending
181 BIRCH DR,05753,pending
69 INDUSTRIAL AVE,05753,pending
20 SOUTH ST,05753,pending
43 WASHINGTON ST,05753,pending
742 WASHINGTON ST EXT,05753,pending
101 LINDALE CIR,05753,pending
24 LITTLE POND RD,05753,pending
1108 QUARRY RD,05753,pending
464 AIRPORT RD,05753,pending
718 US ROUTE 7 S,05753,pending
276 BICENTENNIAL WAY,05753,pending
14 FOREST RIDGE DR,05740,pending
533 EXCHANGE ST,05753,pending
531 COLLEGE ST,05753,pending
48 DEERFIELD LN,05753,pending
